100000 1000
66453 5606 35 65035
66454 17687 77 52026
66455 790 77 24225
66456 61991 94 34022
66457 0 0 0
66458 47559 51 46033
66459 0 0 0
66460 14824 22 78661
66461 0 0 0
66462 34979 67 99239
66463 7744 35 45812
66464 48850 42 39385
66465 0 0 0
66466 23891 1 66467
66467 23891 2 66468
66468 23891 3 66469
66469 23891 4 66470
66470 23891 5 66471
66471 23891 6 66472
66472 23891 7 66473
66473 23891 8 66474
66474 23891 9 66475
66475 23891 10 66476
66476 23891 11 66477
66477 23891 12 66478
66478 23891 13 66479
66479 23891 14 66480
66480 23891 15 66481
66481 23891 16 66482
66482 23891 17 66483
66483 23891 18 42890
66484 49138 3 41742
66485 0 0 0
66486 62005 56 78159
66487 64537 127 16275
66488 37422 111 66489
66489 37422 112 66490
66490 37422 113 66491
66491 37422 114 66492
66492 37422 115 1
66493 41494 57 66494
66494 41494 58 95940
66495 20857 63 15074
66496 47600 34 6050
66497 0 0 0
66498 39016 48 2813
66499 26895 55 76137
66500 37548 17 20580
66501 0 0 0
66502 49866 71 60972
66503 25749 99 77254
66504 17885 7 77239
66505 0 0 0
66506 47115 128 3288
66507 0 0 0
66508 44984 21 80170
66509 3468 72 66510
66510 3468 73 66511
66511 3468 74 66512
66512 3468 75 66513
66513 3468 76 66514
66514 3468 77 66515
66515 3468 78 66516
66516 3468 79 66517
66517 3468 80 66518
66518 3468 81 66519
66519 3468 82 66520
66520 3468 83 66521
66521 3468 84 66522
66522 3468 85 66523
66523 3468 86 1
66524 0 0 0
66525 0 0 0
66526 790 52 73872
66527 2145 60 43037
66528 10458 91 77339
66529 0 0 0
66530 33066 28 14088
66531 0 0 0
66532 65151 77 66533
66533 65151 78 66534
66534 65151 79 66535
66535 65151 80 68406
66536 22412 16 67680
66537 61991 18 86111
66538 0 0 0
66539 0 0 0
66540 61622 23 68261
66541 0 0 0
66542 5234 8 73111
66543 0 0 0
66544 8817 29 48951
66545 61898 106 66546
66546 61898 107 66547
66547 61898 108 25011
66548 1514 23 30875
66549 0 0 0
66550 0 0 0
66551 63075 66 1983
66552 10190 4 63558
66553 0 0 0
66554 1230 68 66555
66555 1230 69 66556
66556 1230 70 66557
66557 1230 71 66558
66558 1230 72 66559
66559 1230 73 66560
66560 1230 74 66561
66561 1230 75 66562
66562 1230 76 66563
66563 1230 77 66564
66564 1230 78 66565
66565 1230 79 1
66566 65180 48 64226
66567 0 0 0
66568 21494 17 66569
66569 21494 18 66570
66570 21494 19 66571
66571 21494 20 92861
66572 19162 6 50005
66573 63899 85 48880
66574 65413 52 39575
66575 0 0 0
66576 64537 143 64646
66577 0 0 0
66578 29267 10 25863
66579 35363 32 76788
66580 42523 93 44468
66581 34391 46 66582
66582 34391 47 66583
66583 34391 48 91188
66584 19701 18 96119
66585 0 0 0
66586 65413 7 40640
66587 0 0 0
66588 12708 25 14671
66589 0 0 0
66590 41022 115 92416
66591 42607 61 52987
66592 24173 1 23257
66593 0 0 0
66594 41022 103 25362
66595 25517 54 58316
66596 30094 84 93520
66597 47559 47 21272
66598 0 0 0
66599 2398 75 62047
66600 0 0 0
66601 26895 12 249
66602 31933 59 47715
66603 0 0 0
66604 12390 137 11062
66605 32934 105 66606
66606 32934 106 66607
66607 32934 107 66608
66608 32934 108 68640
66609 42320 79 66610
66610 42320 80 66611
66611 42320 81 66612
66612 42320 82 66613
66613 42320 83 66614
66614 42320 84 66615
66615 42320 85 66616
66616 42320 86 66617
66617 42320 87 97670
66618 52583 4 53368
66619 47600 60 58650
66620 59292 43 66621
66621 59292 44 66622
66622 59292 45 66623
66623 59292 46 66624
66624 59292 47 66625
66625 59292 48 66626
66626 59292 49 66627
66627 59292 50 66628
66628 59292 51 55133
66629 2678 132 12116
66630 54153 16 16997
66631 5234 188 63970
66632 0 0 0
66633 42607 77 2672
66634 27451 135 15466
66635 0 0 0
66636 47600 5 86113
66637 1514 65 97484
66638 31705 3 12215
66639 0 0 0
66640 0 0 0
66641 45165 35 66642
66642 45165 36 66643
66643 45165 37 66644
66644 45165 38 66645
66645 45165 39 66646
66646 45165 40 66647
66647 45165 41 28390
66648 2145 115 86932
66649 47115 63 95992
66650 0 0 0
66651 54273 1 66652
66652 54273 2 66653
66653 54273 3 66654
66654 54273 4 66655
66655 54273 5 66656
66656 54273 6 66657
66657 54273 7 66658
66658 54273 8 66659
66659 54273 9 66660
66660 54273 10 66661
66661 54273 11 66662
66662 54273 12 66663
66663 54273 13 66664
66664 54273 14 66665
66665 54273 15 66666
66666 54273 16 66667
66667 54273 17 66668
66668 54273 18 66669
66669 54273 19 66670
66670 54273 20 66671
66671 54273 21 25972
66672 17687 140 87219
66673 0 0 0
66674 35363 86 49308
66675 0 0 0
66676 43501 102 96308
66677 9715 30 75982
66678 21770 94 66679
66679 21770 95 33878
66680 5017 85 76424
66681 7488 103 41974
66682 38282 43 66683
66683 38282 44 25057
66684 8438 66 59474
66685 0 0 0
66686 63075 94 66842
66687 0 0 0
66688 8438 106 52082
66689 0 0 0
66690 51407 23 66691
66691 51407 24 66692
66692 51407 25 66693
66693 51407 26 66694
66694 51407 27 66695
66695 51407 28 66696
66696 51407 29 66697
66697 51407 30 66698
66698 51407 31 66699
66699 51407 32 66700
66700 51407 33 66701
66701 51407 34 66702
66702 51407 35 66703
66703 51407 36 66704
66704 51407 37 66705
66705 51407 38 66706
66706 51407 39 66707
66707 51407 40 66708
66708 51407 41 66709
66709 51407 42 15435
66710 44984 8 12684
66711 10489 70 66712
66712 10489 71 50070
66713 47144 16 9960
66714 12736 90 84772
66715 0 0 0
66716 64581 60 35303
66717 44405 115 83556
66718 25517 7 41212
66719 0 0 0
66720 0 0 0
66721 48795 127 60881
66722 0 0 0
66723 0 0 0
66724 50881 16 83545
66725 0 0 0
66726 64202 12 66727
66727 64202 13 66728
66728 64202 14 66729
66729 64202 15 66730
66730 64202 16 66731
66731 64202 17 71382
66732 49431 129 66733
66733 49431 130 66734
66734 49431 131 66735
66735 49431 132 66736
66736 49431 133 66737
66737 49431 134 25112
66738 63472 91 24551
66739 0 0 0
66740 65435 89 34977
66741 0 0 0
66742 65435 86 94555
66743 36428 3 52222
66744 60071 19 66745
66745 60071 20 66746
66746 60071 21 66747
66747 60071 22 66748
66748 60071 23 66749
66749 60071 24 98098
66750 36229 39 26949
66751 63899 103 63852
66752 0 0 0
66753 0 0 0
66754 19609 152 66755
66755 19609 153 66756
66756 19609 154 66757
66757 19609 155 36906
66758 23927 64 27736
66759 34979 36 2133
66760 64234 37 84509
66761 0 0 0
66762 21991 74 34926
66763 0 0 0
66764 47600 75 1
66765 0 0 0
66766 12736 29 48707
66767 6583 20 25039
66768 42607 27 84988
66769 0 0 0
66770 0 0 0
66771 0 0 0
66772 50881 57 6608
66773 0 0 0
66774 12390 33 55486
66775 22188 42 72382
66776 17382 78 4906
66777 0 0 0
66778 33751 98 66779
66779 33751 99 74427
66780 55707 20 92380
66781 0 0 0
66782 2749 12 66783
66783 2749 13 66784
66784 2749 14 66785
66785 2749 15 66786
66786 2749 16 66787
66787 2749 17 66788
66788 2749 18 66789
66789 2749 19 66790
66790 2749 20 66791
66791 2749 21 70424
66792 13176 9 60221
66793 0 0 0
66794 28875 27 66795
66795 28875 28 66796
66796 28875 29 66797
66797 28875 30 37925
66798 16442 44 18146
66799 0 0 0
66800 57117 20 62030
66801 0 0 0
66802 42503 101 25642
66803 0 0 0
66804 28875 1 66805
66805 28875 2 66806
66806 28875 3 66807
66807 28875 4 35190
66808 49431 107 66809
66809 49431 108 66810
66810 49431 109 66811
66811 49431 110 66812
66812 49431 111 66813
66813 49431 112 66814
66814 49431 113 66815
66815 49431 114 66816
66816 49431 115 66817
66817 49431 116 47128
66818 15685 12 87765
66819 0 0 0
66820 58208 1 66821
66821 58208 2 66822
66822 58208 3 66823
66823 58208 4 66824
66824 58208 5 66825
66825 58208 6 66826
66826 58208 7 60633
66827 42503 67 55831
66828 41824 58 40824
66829 19596 103 73525
66830 64374 81 66831
66831 64374 82 67850
66832 2678 99 39166
66833 0 0 0
66834 0 0 0
66835 13625 57 9450
66836 6583 38 55228
66837 0 0 0
66838 36229 112 2666
66839 0 0 0
66840 34504 7 12160
66841 0 0 0
66842 63075 95 46528
66843 50528 43 77804
66844 62823 81 66845
66845 62823 82 47783
66846 3664 115 66847
66847 3664 116 66848
66848 3664 117 25959
66849 27891 1 66850
66850 27891 2 66851
66851 27891 3 66852
66852 27891 4 66853
66853 27891 5 66854
66854 27891 6 66855
66855 27891 7 66856
66856 27891 8 66857
66857 27891 9 66858
66858 27891 10 66859
66859 27891 11 66860
66860 27891 12 66861
66861 27891 13 66862
66862 27891 14 66863
66863 27891 15 66864
66864 27891 16 66865
66865 27891 17 66866
66866 27891 18 66867
66867 27891 19 66868
66868 27891 20 66869
66869 27891 21 66870
66870 27891 22 66871
66871 27891 23 66872
66872 27891 24 66873
66873 27891 25 66874
66874 27891 26 66875
66875 27891 27 66876
66876 27891 28 66877
66877 27891 29 66878
66878 27891 30 66879
66879 27891 31 66880
66880 27891 32 66881
66881 27891 33 66882
66882 27891 34 66883
66883 27891 35 66884
66884 27891 36 66885
66885 27891 37 66886
66886 27891 38 66887
66887 27891 39 66888
66888 27891 40 66889
66889 27891 41 54508
66890 22502 74 14577
66891 0 0 0
66892 0 0 0
66893 0 0 0
66894 3856 83 63708
66895 45278 52 66896
66896 45278 53 66897
66897 45278 54 66898
66898 45278 55 66899
66899 45278 56 1397
66900 44984 89 78882
66901 0 0 0
66902 0 0 0
66903 36094 87 66904
66904 36094 88 66905
66905 36094 89 66906
66906 36094 90 66907
66907 36094 91 58827
66908 41022 46 83536
66909 0 0 0
66910 46461 1 66911
66911 46461 2 66912
66912 46461 3 17400
66913 57898 86 30830
66914 25388 49 66915
66915 25388 50 66916
66916 25388 51 66917
66917 25388 52 88297
66918 15095 35 73814
66919 0 0 0
66920 54153 31 39780
66921 33878 95 80657
66922 17466 63 56780
66923 6583 88 78259
66924 28089 17 66925
66925 28089 18 66926
66926 28089 19 66927
66927 28089 20 92048
66928 12708 20 5892
66929 49 111 26974
66930 34195 1 66931
66931 34195 2 66932
66932 34195 3 66933
66933 34195 4 66934
66934 34195 5 66935
66935 34195 6 66936
66936 34195 7 66937
66937 34195 8 66938
66938 34195 9 66939
66939 34195 10 66940
66940 34195 11 66941
66941 34195 12 66942
66942 34195 13 66943
66943 34195 14 66944
66944 34195 15 66945
66945 34195 16 81577
66946 9754 37 87512
66947 0 0 0
66948 63056 148 41685
66949 65003 31 17170
66950 42353 79 66951
66951 42353 80 66952
66952 42353 81 66953
66953 42353 82 66954
66954 42353 83 66955
66955 42353 84 66956
66956 42353 85 66957
66957 42353 86 66958
66958 42353 87 99414
66959 19440 86 66960
66960 19440 87 66961
66961 19440 88 66962
66962 19440 89 66963
66963 19440 90 66964
66964 19440 91 66965
66965 19440 92 66966
66966 19440 93 66967
66967 19440 94 66968
66968 19440 95 66969
66969 19440 96 66970
66970 19440 97 66971
66971 19440 98 66972
66972 19440 99 81297
66973 45846 97 60572
66974 0 0 0
66975 0 0 0
66976 3856 7 52960
66977 0 0 0
66978 0 0 0
66979 0 0 0
66980 22587 17 6488
66981 0 0 0
66982 7784 13 76412
66983 0 0 0
66984 11214 34 28378
66985 0 0 0
66986 49394 1 66987
66987 49394 2 66988
66988 49394 3 66989
66989 49394 4 66990
66990 49394 5 66991
66991 49394 6 66992
66992 49394 7 66993
66993 49394 8 52366
66994 14824 2 54062
66995 0 0 0
66996 3664 50 66997
66997 3664 51 66998
66998 3664 52 66999
66999 3664 53 3266
67000 37548 13 55020
67001 58686 37 65106
67002 39869 63 67003
67003 39869 64 67004
67004 39869 65 67005
67005 39869 66 67006
67006 39869 67 67007
67007 39869 68 67008
67008 39869 69 67009
67009 39869 70 67010
67010 39869 71 67011
67011 39869 72 67012
67012 39869 73 67013
67013 39869 74 67014
67014 39869 75 1
67015 0 0 0
67016 53857 37 15304
67017 0 0 0
67018 65413 25 73983
67019 0 0 0
67020 19596 154 36984
67021 0 0 0
67022 0 0 0
67023 2420 142 97928
67024 2398 84 99284
67025 0 0 0
67026 49968 55 47125
67027 12470 64 59308
67028 56638 11 94746
67029 0 0 0
67030 34979 91 99132
67031 0 0 0
67032 50129 1 70215
67033 25933 8 41364
67034 38049 37 77018
67035 0 0 0
67036 49394 66 67037
67037 49394 67 67038
67038 49394 68 67039
67039 49394 69 67040
67040 49394 70 41782
67041 47857 122 21578
67042 42607 59 61494
67043 42865 10 20950
67044 41824 144 93948
67045 30094 24 6754
67046 0 0 0
67047 29546 73 67048
67048 29546 74 67049
67049 29546 75 67050
67050 29546 76 67051
67051 29546 77 15962
67052 58094 36 67053
67053 58094 37 67054
67054 58094 38 67055
67055 58094 39 67056
67056 58094 40 67057
67057 58094 41 67058
67058 58094 42 67059
67059 58094 43 65630
67060 44153 8 98540
67061 43010 153 14090
67062 20162 8 67063
67063 20162 9 67064
67064 20162 10 67065
67065 20162 11 94510
67066 54928 32 38236
67067 0 0 0
67068 47857 56 21546
67069 0 0 0
67070 0 0 0
67071 0 0 0
67072 57117 96 68229
67073 0 0 0
67074 41569 43 51392
67075 0 0 0
67076 63472 81 87227
67077 0 0 0
67078 5017 49 50248
67079 0 0 0
67080 42607 64 9830
67081 0 0 0
67082 1148 3 18809
67083 0 0 0
67084 1514 35 11530
67085 0 0 0
67086 9272 166 67087
67087 9272 167 67088
67088 9272 168 67089
67089 9272 169 67090
67090 9272 170 67091
67091 9272 171 67092
67092 9272 172 1
67093 2678 141 67344
67094 0 0 0
67095 0 0 0
67096 62005 80 29708
67097 0 0 0
67098 63056 8 83344
67099 0 0 0
67100 13625 22 13902
67101 56520 16 91250
67102 2145 37 32116
67103 0 0 0
67104 0 0 0
67105 0 0 0
67106 57069 48 13892
67107 0 0 0
67108 22412 13 80474
67109 0 0 0
67110 64537 78 81694
67111 0 0 0
67112 53442 39 28421
67113 0 0 0
67114 14508 54 67115
67115 14508 55 67116
67116 14508 56 67117
67117 14508 57 67118
67118 14508 58 67119
67119 14508 59 67120
67120 14508 60 67121
67121 14508 61 67122
67122 14508 62 67123
67123 14508 63 35088
67124 30833 74 17234
67125 59261 1 67126
67126 59261 2 67127
67127 59261 3 67128
67128 59261 4 67129
67129 59261 5 67130
67130 59261 6 67131
67131 59261 7 67132
67132 59261 8 67133
67133 59261 9 91087
67134 38126 147 1
67135 0 0 0
67136 16442 57 4188
67137 0 0 0
67138 20336 16 67139
67139 20336 17 67140
67140 20336 18 67141
67141 20336 19 85422
67142 9754 72 177
67143 36229 71 63958
67144 50528 28 24128
67145 12736 143 1073
67146 13812 97 54858
67147 48244 4 82254
67148 53442 1 73218
67149 0 0 0
67150 57898 115 21012
67151 0 0 0
67152 0 0 0
67153 0 0 0
67154 40032 10 26986
67155 0 0 0
67156 48215 77 67157
67157 48215 78 67158
67158 48215 79 67159
67159 48215 80 67160
67160 48215 81 67161
67161 48215 82 67162
67162 48215 83 50990
67163 40006 148 20759
67164 65294 35 67165
67165 65294 36 67166
67166 65294 37 67167
67167 65294 38 67168
67168 65294 39 67169
67169 65294 40 67170
67170 65294 41 67171
67171 65294 42 67172
67172 65294 43 67173
67173 65294 44 67174
67174 65294 45 67175
67175 65294 46 67176
67176 65294 47 67177
67177 65294 48 85860
67178 22188 2 21078
67179 0 0 0
67180 43870 37 67181
67181 43870 38 56660
67182 40032 28 44862
67183 0 0 0
67184 32165 48 67185
67185 32165 49 67186
67186 32165 50 6772
67187 11705 15 58024
67188 55374 5 67189
67189 55374 6 67190
67190 55374 7 67191
67191 55374 8 13194
67192 35096 90 40363
67193 0 0 0
67194 37202 83 9562
67195 37548 106 83394
67196 47405 80 45214
67197 27504 27 67198
67198 27504 28 67199
67199 27504 29 14064
67200 8438 95 97106
67201 49866 108 26676
67202 29857 19 67203
67203 29857 20 67204
67204 29857 21 67205
67205 29857 22 67206
67206 29857 23 67207
67207 29857 24 67208
67208 29857 25 67209
67209 29857 26 67210
67210 29857 27 67211
67211 29857 28 67212
67212 29857 29 67213
67213 29857 30 67214
67214 29857 31 67215
67215 29857 32 67216
67216 29857 33 67217
67217 29857 34 67218
67218 29857 35 67219
67219 29857 36 62848
67220 1684 156 1
67221 0 0 0
67222 18481 25 10973
67223 0 0 0
67224 12736 5 56756
67225 0 0 0
67226 47857 113 13037
67227 0 0 0
67228 31933 22 32684
67229 63056 117 44084
67230 28089 95 67231
67231 28089 96 67232
67232 28089 97 37829
67233 8016 71 29890
67234 2583 9 89540
67235 0 0 0
67236 56034 35 55574
67237 12576 72 2369
67238 32777 81 61100
67239 1514 51 45168
67240 44908 8 73488
67241 17382 121 49368
67242 13625 137 23052
67243 0 0 0
67244 10515 54 67245
67245 10515 55 67246
67246 10515 56 2330
67247 57069 124 5316
67248 60748 23 67249
67249 60748 24 67250
67250 60748 25 67251
67251 60748 26 67252
67252 60748 27 67253
67253 60748 28 11815
67254 9035 1 67255
67255 9035 2 67256
67256 9035 3 67257
67257 9035 4 67258
67258 9035 5 67259
67259 9035 6 67260
67260 9035 7 67261
67261 9035 8 67262
67262 9035 9 67263
67263 9035 10 67264
67264 9035 11 67265
67265 9035 12 67266
67266 9035 13 67267
67267 9035 14 67268
67268 9035 15 67269
67269 9035 16 67270
67270 9035 17 67271
67271 9035 18 67272
67272 9035 19 67273
67273 9035 20 67274
67274 9035 21 67275
67275 9035 22 67276
67276 9035 23 67277
67277 9035 24 28144
67278 45846 47 97186
67279 0 0 0
67280 0 0 0
67281 17687 130 25086
67282 41454 14 1
67283 19398 38 67284
67284 19398 39 67285
67285 19398 40 67286
67286 19398 41 67287
67287 19398 42 67288
67288 19398 43 67289
67289 19398 44 67290
67290 19398 45 67291
67291 19398 46 67292
67292 19398 47 52565
67293 56520 47 13160
67294 63068 24 46546
67295 0 0 0
67296 0 0 0
67297 23927 11 67614
67298 5234 100 1497
67299 0 0 0
67300 17658 11 67301
67301 17658 12 67302
67302 17658 13 67303
67303 17658 14 91127
67304 18077 42 67305
67305 18077 43 67306
67306 18077 44 67307
67307 18077 45 67308
67308 18077 46 67309
67309 18077 47 67310
67310 18077 48 67311
67311 18077 49 67312
67312 18077 50 67313
67313 18077 51 67314
67314 18077 52 67315
67315 18077 53 67316
67316 18077 54 67317
67317 18077 55 67318
67318 18077 56 67319
67319 18077 57 67320
67320 18077 58 67321
67321 18077 59 67322
67322 18077 60 67323
67323 18077 61 67324
67324 18077 62 67325
67325 18077 63 67326
67326 18077 64 67327
67327 18077 65 67328
67328 18077 66 67329
67329 18077 67 67330
67330 18077 68 67331
67331 18077 69 67332
67332 18077 70 67333
67333 18077 71 67334
67334 18077 72 67335
67335 18077 73 67336
67336 18077 74 67337
67337 18077 75 99338
67338 42503 46 62826
67339 0 0 0
67340 2420 48 10158
67341 0 0 0
67342 5271 17 91848
67343 0 0 0
67344 2678 142 59714
67345 0 0 0
67346 0 0 0
67347 37435 15 17163
67348 0 0 0
67349 18389 73 72033
67350 2678 79 46516
67351 60711 23 6731
67352 8438 122 72224
67353 0 0 0
67354 15702 63 12146
67355 30476 55 45172
67356 0 0 0
67357 0 0 0
67358 23337 1 67359
67359 23337 2 67360
67360 23337 3 67361
67361 23337 4 67362
67362 23337 5 67363
67363 23337 6 67364
67364 23337 7 67365
67365 23337 8 67366
67366 23337 9 67367
67367 23337 10 67368
67368 23337 11 67369
67369 23337 12 67370
67370 23337 13 67371
67371 23337 14 67372
67372 23337 15 67373
67373 23337 16 67374
67374 23337 17 67375
67375 23337 18 67376
67376 23337 19 67377
67377 23337 20 40982
67378 36286 38 61642
67379 0 0 0
67380 27451 141 64117
67381 53506 49 67382
67382 53506 50 67383
67383 53506 51 13517
67384 56034 133 84831
67385 0 0 0
67386 26040 28 67387
67387 26040 29 67388
67388 26040 30 67389
67389 26040 31 67390
67390 26040 32 67391
67391 26040 33 67392
67392 26040 34 67393
67393 26040 35 67394
67394 26040 36 67395
67395 26040 37 67396
67396 26040 38 67397
67397 26040 39 67398
67398 26040 40 1
67399 63075 85 33835
67400 15685 58 24851
67401 0 0 0
67402 0 0 0
67403 36229 137 83066
67404 17382 45 16688
67405 0 0 0
67406 15385 117 2488
67407 0 0 0
67408 1514 128 1334
67409 0 0 0
67410 12470 2 88416
67411 49394 44 67412
67412 49394 45 67413
67413 49394 46 67414
67414 49394 47 55940
67415 49866 51 45858
67416 30094 80 80462
67417 0 0 0
67418 53442 59 11344
67419 0 0 0
67420 64537 124 10191
67421 63822 8 55906
67422 26698 66 67423
67423 26698 67 54937
67424 64537 54 13673
67425 0 0 0
67426 17745 11 36322
67427 5606 31 65090
67428 0 0 0
67429 3912 8 71827
67430 2420 139 37334
67431 0 0 0
67432 47196 65 67433
67433 47196 66 67434
67434 47196 67 67435
67435 47196 68 67436
67436 47196 69 67437
67437 47196 70 1
67438 0 0 0
67439 50881 152 70195
67440 7135 20 67441
67441 7135 21 67442
67442 7135 22 67443
67443 7135 23 67444
67444 7135 24 67445
67445 7135 25 49680
67446 49636 1 67447
67447 49636 2 67448
67448 49636 3 67449
67449 49636 4 67450
67450 49636 5 67451
67451 49636 6 67452
67452 49636 7 67453
67453 49636 8 67454
67454 49636 9 67455
67455 49636 10 67456
67456 49636 11 67457
67457 49636 12 67458
67458 49636 13 67459
67459 49636 14 88598
67460 42503 84 12009
67461 62950 25 42044
